,y_test,mean_predict,predicted_uncertainty
437,102100.0,145252.9,12073.669
438,282100.0,197916.66,5623.4746
439,216900.0,213863.62,5757.363
440,220600.0,178139.4,7967.765
441,66900.0,114197.11,9648.777
442,452100.0,377865.56,15641.448
443,166900.0,246295.0,12588.971
444,156000.0,166184.8,9089.863
445,70400.0,90879.6,15227.34
446,228400.0,160612.72,8691.74
447,272200.0,271464.5,12636.553
448,288400.0,193851.78,6665.0283
449,258100.0,271578.3,11011.748
450,116300.0,116771.625,7863.427
451,293900.0,240884.8,6350.3267
452,42500.0,80437.35,15345.495
453,106700.0,161432.3,8843.6875
454,130200.0,224434.16,9600.494
455,124500.0,98162.92,6864.2676
456,286500.0,251914.34,7242.791
457,193800.0,212919.8,10362.203
458,186200.0,205993.3,7759.4565
459,76100.0,126763.14,12206.927
460,257800.0,226875.8,8043.197
461,183700.0,173407.92,4944.2266
462,201500.0,186029.97,8495.982
463,114600.0,201609.75,17035.693
464,401800.0,392298.44,16573.006
465,64600.0,114009.08,18809.307
466,163300.0,181238.42,5796.4604
467,260900.0,306303.2,11220.85
468,263900.0,296110.6,11915.6045
469,95300.0,119087.36,7674.7383
470,107700.0,108373.5,6756.062
471,104100.0,126016.36,6080.627
472,168100.0,199102.88,5804.686
473,376800.0,320980.1,20236.514
474,142300.0,156372.62,12673.393
475,174900.0,186974.92,8060.4697
476,146600.0,182412.16,7199.0723
477,245000.0,283039.4,11312.374
478,135600.0,104553.33,8626.126
479,196600.0,209707.34,9837.197
480,100800.0,145399.34,12000.44
481,144100.0,160903.84,9950.963
482,170700.0,128082.52,8435.557
483,272600.0,235421.66,9081.818
484,242300.0,220789.3,9340.725
485,148900.0,182385.67,9077.054
486,170200.0,220701.1,5124.3486
487,114300.0,160009.83,8994.063
488,216600.0,220612.8,8302.063
489,73700.0,91867.67,15118.573
490,220000.0,232199.05,10128.928
491,72300.0,98642.79,11443.229
492,134200.0,148844.95,10266.648
493,274100.0,231985.45,8676.692
494,151900.0,133294.97,6893.7437
495,93200.0,97215.01,13042.583
496,195100.0,214423.3,5905.0317
497,165600.0,173736.84,6696.9233
498,58000.0,90235.85,10732.116
499,106300.0,248662.1,17779.469
500,132000.0,152313.34,6787.1226
501,116400.0,168381.28,8657.381
502,134400.0,145935.06,12234.298
503,72500.0,95098.625,13323.764
504,302100.0,338313.12,17094.959
505,320400.0,244192.78,14295.949
506,350200.0,341019.03,16029.527
507,65000.0,100222.164,8252.486
508,191100.0,195507.58,6079.309
509,108300.0,140085.53,9188.7
510,69100.0,93148.45,10075.415
511,145500.0,126354.08,11676.823
512,176900.0,133347.34,5969.102
513,232100.0,229257.16,17389.3
514,237900.0,259734.84,8217.912
515,198100.0,247648.4,8084.8013
516,268600.0,252883.28,12910.361
517,237200.0,284034.1,15195.921
518,500001.0,454233.34,36726.62
519,59200.0,86007.64,11940.094
520,414400.0,396934.3,26492.295
521,202900.0,206949.58,3944.6643
522,158600.0,217813.3,9932.717
523,106300.0,138040.1,13006.031
524,68000.0,111337.625,13196.202
525,500001.0,255801.25,10721.8125
526,324400.0,351394.44,14856.531
527,127100.0,154658.53,12811.078
528,162500.0,163565.17,8774.899
529,500001.0,454472.06,25725.758
530,138000.0,200670.0,7695.1567
531,284100.0,299697.1,15024.077
532,166100.0,171453.47,9754.309
533,176600.0,145304.88,12323.144
534,247100.0,174244.62,9478.157
535,95200.0,115858.56,8943.81
536,154500.0,157984.47,6801.2456
537,185200.0,188437.53,9426.412
538,94200.0,151210.22,10386.935
539,178100.0,134198.48,11784.179
540,261300.0,245056.97,17453.955
541,500001.0,466989.7,29245.092
542,61200.0,84339.55,13730.705
543,410400.0,404083.94,25886.148
544,158900.0,177947.08,7678.6035
545,113300.0,143356.97,13210.135
546,126600.0,118541.44,7602.3164
547,350000.0,358235.3,34191.207
548,79000.0,124646.67,16828.252
549,426900.0,403466.56,19892.863
550,130800.0,153553.7,5671.2046
551,340700.0,354813.66,23510.65
552,213800.0,188714.28,5376.2007
553,277600.0,292321.8,9141.198
554,171300.0,152059.89,7495.8022
555,87500.0,123894.05,19262.44
556,109800.0,140807.62,11402.722
557,101900.0,123808.45,12581.798
558,195800.0,228524.2,7006.9688
559,42500.0,157897.56,9914.342
560,149500.0,167786.23,9388.242
561,295600.0,292231.25,16448.205
562,162500.0,126596.33,21876.885
563,118500.0,130032.54,7045.957
564,75000.0,104177.67,9845.371
565,150000.0,124965.83,11634.6045
566,394000.0,284925.6,26750.844
567,256300.0,245187.16,15166.924
568,98200.0,165721.16,11082.4
569,218300.0,230134.16,6874.004
570,500001.0,463847.7,32356.47
571,118500.0,151955.92,5810.1294
572,214500.0,200046.1,4408.299
573,275900.0,199909.27,9962.688
574,195300.0,194491.39,8532.48
575,280200.0,243959.8,5431.7817
576,169300.0,155790.58,5099.5776
577,343300.0,319856.9,20471.797
578,144000.0,166673.45,12247.264
579,162500.0,200792.62,6840.1113
580,142900.0,167825.67,4958.6387
581,173200.0,142631.52,5644.2505
582,346100.0,286084.56,15941.946
583,441700.0,269199.66,13176.155
584,92400.0,115060.8,11098.139
585,256200.0,249859.95,15776.852
586,56500.0,74304.2,18214.152
587,224500.0,180304.12,7652.926
588,71500.0,94264.234,12852.376
589,75900.0,98550.266,11118.243
590,72400.0,93185.695,8772.339
591,57900.0,82270.98,14011.21
592,71100.0,112823.52,15960.319
593,480800.0,340774.4,24821.602
594,325000.0,263340.66,19126.492
595,164800.0,234869.97,6641.723
596,145900.0,194472.12,13655.945
597,193800.0,189108.28,10552.826
598,167600.0,148566.39,12248.396
599,333700.0,380262.0,16599.457
600,116100.0,187368.34,12140.438
601,91300.0,167875.88,6499.9595
602,56200.0,101948.305,12797.754
603,204100.0,279937.66,10559.481
604,84600.0,103080.76,12535.086
605,130800.0,167379.2,13453.6045
606,374400.0,417596.8,13163.098
607,111900.0,116303.65,7751.9106
608,260000.0,189666.92,4576.624
609,500001.0,412806.28,26685.988
610,221800.0,223882.75,8752.39
611,300000.0,135605.34,6529.6514
612,231400.0,228953.28,4876.9263
613,196000.0,156116.4,9430.061
614,239400.0,289488.06,13096.69
615,248600.0,240018.5,7917.4756
616,281500.0,303911.12,17499.705
617,146300.0,147242.7,6353.205
618,214100.0,233757.16,11398.174
619,156900.0,164121.28,8403.488
620,217100.0,243485.95,6552.906
621,129900.0,140367.66,7805.7725
622,91200.0,113481.375,11001.153
623,364700.0,285124.8,33654.703
624,67000.0,113487.25,19808.799
625,178100.0,278877.0,9532.61
626,140600.0,274899.47,21877.396
627,143300.0,192095.25,16795.566
628,159500.0,184141.55,6589.95
629,94400.0,141943.62,14416.506
630,219900.0,204512.22,4078.969
631,78800.0,92128.766,11865.602
632,156600.0,220396.38,12240.797
633,202500.0,190374.55,7205.3154
634,175000.0,168195.89,7996.8687
635,84500.0,88287.6,11677.396
636,160600.0,194648.78,5663.925
637,77400.0,108763.95,6861.6943
638,209200.0,223284.67,8402.937
639,89500.0,153063.34,10218.93
640,350000.0,271242.3,8052.6167
641,225000.0,131437.25,13789.722
642,203200.0,168575.06,5222.085
643,64800.0,94482.484,8887.655
644,197200.0,234435.8,15412.162
645,93600.0,119511.58,21901.578
646,279900.0,243700.9,8557.947
647,302200.0,253265.75,11037.188
648,65200.0,95288.12,12852.715
649,133000.0,145869.92,9795.777
650,116700.0,143339.67,12857.761
651,41500.0,75476.414,17451.531
652,335900.0,311927.56,28810.541
653,161700.0,219971.62,6297.598
654,123200.0,153724.97,11732.99
655,109800.0,101308.41,9900.223
656,165000.0,190011.33,8272.007
657,235700.0,242581.7,7418.8525
658,198100.0,145432.77,8566.437
659,159300.0,191681.27,8964.167
660,155700.0,100964.086,9842.846
661,375700.0,322123.6,8100.568
662,165900.0,248320.92,13738.493
663,74500.0,85398.55,12716.11
664,203500.0,208812.78,3211.9106
665,179500.0,199971.25,5639.483
666,153800.0,179309.88,11175.856
667,207800.0,254049.34,10282.441
668,157200.0,112061.1,9307.883
669,287500.0,252055.34,8845.783
670,71600.0,96347.53,11688.576
671,402500.0,348643.3,17060.107
672,283600.0,240406.33,9827.814
673,218100.0,242562.0,5961.2695
674,280100.0,199284.47,6057.7354
675,254000.0,264042.06,8738.507
676,349300.0,242567.92,14115.045
677,486400.0,341403.6,36104.004
678,100000.0,132404.38,13643.036
679,141700.0,144177.05,13283.162
680,55000.0,116495.02,9466.454
681,173800.0,227054.05,6915.3726
682,255200.0,225684.78,7945.706
683,201700.0,229763.0,5527.1885
684,500001.0,349595.38,29265.898
685,172900.0,176431.33,5515.182
686,51900.0,88586.15,10989.35
687,86900.0,118200.64,10060.926
688,157500.0,171530.86,9436.871
689,92300.0,89825.47,10621.378
690,224700.0,213638.0,7349.3887
691,94500.0,118703.2,8768.064
692,175700.0,228938.55,8976.888
693,217100.0,215409.67,9947.993
694,300000.0,206972.17,6459.5596
695,200600.0,197861.95,5793.575
696,69400.0,112535.29,25687.629
697,438300.0,237507.8,13231.887
698,154200.0,195511.7,10761.4
699,88200.0,140869.83,14819.108
700,106300.0,135487.03,14107.891
701,196000.0,205598.45,8471.141
702,248900.0,232538.17,8077.401
703,358000.0,322106.03,25479.865
704,127400.0,177316.06,10781.585
705,343600.0,341362.44,22312.828
706,98500.0,161867.78,10058.769
707,156900.0,159190.47,8283.151
708,323000.0,271663.6,18544.764
709,92000.0,115012.42,9668.022
710,295500.0,268459.1,19458.607
711,225000.0,108687.11,10920.436
712,167600.0,201365.22,7178.8535
713,289600.0,232253.25,8429.162
714,118200.0,145002.0,10048.561
715,480800.0,283417.75,9328.994
716,339800.0,318195.6,20671.287
717,147500.0,149561.34,11715.026
718,200500.0,226619.25,7176.707
719,244400.0,251333.6,8942.328
720,87500.0,107620.67,11924.333
721,500001.0,421603.44,12409.738
722,83900.0,90053.56,13799.52
723,174500.0,204730.05,6220.219
724,235600.0,302534.66,13592.87
725,500001.0,353223.3,19588.84
726,121900.0,142482.56,13808.561
727,500001.0,408775.72,24711.7
728,262500.0,266678.4,26504.967
729,110700.0,124881.125,9548.138
730,89100.0,162308.08,11574.788
731,219800.0,206793.17,6317.0703
732,141800.0,170238.38,6483.121
733,331000.0,294087.75,26072.342
734,500001.0,366936.56,27115.078
735,433300.0,312668.0,19851.693
736,155400.0,160212.42,10115.451
737,500001.0,325604.7,21534.117
738,217500.0,312061.84,14354.808
739,72200.0,121541.58,18788.375
740,165500.0,226210.97,16892.553
741,131300.0,143339.33,10772.196
742,166400.0,194977.58,4833.5093
743,41700.0,75346.57,17624.371
744,111800.0,138371.64,8118.934
745,187300.0,191731.5,4800.818
746,69700.0,90535.72,15358.373
747,93800.0,106035.05,8778.437
748,375000.0,202615.31,7390.971
749,320200.0,261279.17,5160.7515
750,110000.0,149399.1,10063.763
751,96800.0,140344.97,15300.597
752,92700.0,105245.6,8897.091
753,170200.0,126837.984,5608.126
754,125000.0,115351.42,9618.106
755,81300.0,99481.76,9802.587
756,99600.0,143320.6,14081.988
757,256400.0,234569.88,7879.6523
758,500001.0,427627.7,27298.791
759,141000.0,178867.39,7003.3896
760,282600.0,233936.5,6739.421
761,163900.0,184087.78,10134.048
762,332800.0,315788.22,25730.39
763,51100.0,75447.234,17466.975
764,369400.0,253840.12,17849.543
765,205100.0,237847.88,4407.6313
766,128100.0,158033.9,11658.315
767,38800.0,83225.39,18001.316
768,255400.0,211333.53,12024.797
769,261300.0,275435.75,13800.723
770,89200.0,109787.55,11033.306
771,206700.0,213881.8,4437.7383
772,162500.0,258256.8,18501.04
773,125200.0,144238.62,6071.894
774,153300.0,145059.27,12296.535
775,243500.0,213573.05,7795.0327
776,500001.0,199830.9,5068.4624
777,500001.0,478415.75,33522.73
778,91700.0,113172.25,9378.272
779,58200.0,93253.39,10929.292
780,450000.0,370555.9,28065.959
781,186600.0,179016.14,8866.82
782,50500.0,122064.6,15410.49
783,48300.0,75562.02,17488.355
784,288900.0,204655.22,13395.522
785,66700.0,78845.914,15882.519
786,163200.0,198456.2,10408.117
787,263000.0,252246.45,6707.1885
788,120800.0,104823.11,9307.952
789,102600.0,139061.34,16228.15
790,93800.0,124651.4,13316.202
791,114300.0,128842.85,7710.648
792,66300.0,124005.21,7200.747
793,500001.0,478554.34,32317.295
794,265200.0,242159.34,16150.816
795,135200.0,165627.22,9021.022
796,500001.0,447178.9,23380.064
797,185000.0,221647.05,6759.2163
798,252200.0,226387.0,8250.894
799,179900.0,217626.55,5327.504
800,179200.0,180169.12,10213.6
801,252400.0,284570.7,12032.37
802,500001.0,457239.9,27218.322
803,178100.0,229696.25,14677.207
804,372700.0,411638.62,21975.064
805,170800.0,224891.5,7614.9194
806,250200.0,237954.83,12530.644
807,338700.0,290060.5,15476.469
808,138400.0,163388.78,8898.428
809,252900.0,293212.94,17167.012
810,102600.0,129215.0,7252.4863
811,243500.0,231772.72,9620.345
